Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-01-26,2021,1,26,,-3.7,,-6.7,,-5.2,,23.2,,0,,,,,,4.3,,23,,4,,32,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-01-27,2021,1,27,,-3.3,,-7.7,,-5.5,,23.5,,0,,,,,,0.2,,30,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-01-28,2021,1,28,,-7.1,,-17.7,,-12.4,,30.4,,0,,,,,,0,,28,,27,,40,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-01-29,2021,1,29,,-11,,-19.5,,-15.2,,33.2,,0,,,,,,0,,25,,32,,37,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-01-30,2021,1,30,,-10.7,,-19.7,,-15.2,,33.2,,0,,,,,,0,,25,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-01-31,2021,1,31,,-12.5,,-20.7,,-16.6,,34.6,,0,,,,,,0.2,,25,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-01,2021,2,1,,-5.3,,-22.6,,-14,,32,,0,,,,,,0,,25,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-02,2021,2,2,,1.4,,-11.9,,-5.3,,23.3,,0,,,,,,0.5,,25,,2,,47,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-03,2021,2,3,,1.9,,-4.2,,-1.1,,19.1,,0,,,,,,0.5,,26,,34,,39,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-04,2021,2,4,,1.2,,-11,,-4.9,,22.9,,0,,,,,,0,,25,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-05,2021,2,5,,1.7,,-9.6,,-3.9,,21.9,,0,,,,,,2.1,,25,,22,,52,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-06,2021,2,6,,-4.4,,-11.1,,-7.8,,25.8,,0,,,,,,0,,28,,21,,56,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-07,2021,2,7,,-4.6,,-13.6,,-9.1,,27.1,,0,,,,,,1.3,,30,,29,,36,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-08,2021,2,8,,-6.8,,-20.3,,-13.5,,31.5,,0,,,,,,0.2,,32,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-09,2021,2,9,,-4.4,,-13.3,,-8.9,,26.9,,0,,,,,,1.1,,32,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-10,2021,2,10,,-6.5,,-14.1,,-10.3,,28.3,,0,,,,,,0,,30,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-11,2021,2,11,,-8.5,,-19.8,,-14.1,,32.1,,0,,,,,,0,,31,,26,,34,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-12,2021,2,12,,-13.6,,-21.7,,-17.7,,35.7,,0,,,,,,0,,31,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-13,2021,2,13,,-12,,-23,,-17.5,,35.5,,0,,,,,,0.3,,31,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-14,2021,2,14,,-6.6,,-14.3,,-10.4,,28.4,,0,,,,,,1.1,,31,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-15,2021,2,15,,-3.5,,-11.5,,-7.5,,25.5,,0,,,,,,2.8,,31,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-16,2021,2,16,,-7.6,,-14.5,,-11.1,,29.1,,0,,,,,,12.2,,41,,33,,39,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-17,2021,2,17,,-6.9,,-18.5,,-12.7,,30.7,,0,,,,,,0,,42,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-18,2021,2,18,,-3.3,,-19.8,,-11.5,,29.5,,0,,,,,,0,,41,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-19,2021,2,19,,-6.2,,-10.5,,-8.3,,26.3,,0,,,,,,1.8,,40,,7,,35,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-20,2021,2,20,,-3.5,,-14.7,,-9.1,,27.1,,0,,,,,,0.2,,42,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-21,2021,2,21,,-1.5,,-16.2,,-8.8,,26.8,,0,,,,,,0,,41,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-22,2021,2,22,,0.2,,-7.7,,-3.8,,21.8,,0,,,,,,5.5,,40,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-23,2021,2,23,,3,,-0.3,,1.4,,16.6,,0,,,,,,0.7,,46,,22,,35,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-24,2021,2,24,,2.2,,-3.7,,-0.8,,18.8,,0,,,,,,14.5,,42,,35,,40,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-25,2021,2,25,,-2.1,,-11.4,,-6.8,,24.8,,0,,,,,,0.2,,52,,29,,39,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-26,2021,2,26,,0.7,,-15.4,,-7.4,,25.4,,0,,,,,,0,,51,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-27,2021,2,27,,3.3,,-11.2,,-4,,22,,0,,,,,,8.7,,51,,29,,53,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-02-28,2021,2,28,,4.8,,-12.5,,-3.9,,21.9,,0,,,,,,1.1,,56,,11,,32,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-01,2021,3,1,,4.5,,-16.8,,-6.2,,24.2,,0,,,,,,2.4,,49,,31,,63,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-02,2021,3,2,,-7,,-18.4,,-12.7,,30.7,,0,,,,,,4.4,,45,,28,,48,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-03,2021,3,3,,0,,-7.1,,-3.5,,21.5,,0,,,,,,0.2,,49,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-04,2021,3,4,,-3.8,,-12.6,,-8.2,,26.2,,0,,,,,,0,,50,,32,,45,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-05,2021,3,5,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-06,2021,3,6,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-07,2021,3,7,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-08,2021,3,8,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-09,2021,3,9,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-10,2021,3,10,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-11,2021,3,11,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-12,2021,3,12,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-13,2021,3,13,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-14,2021,3,14,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-15,2021,3,15,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-16,2021,3,16,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-17,2021,3,17,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-18,2021,3,18,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-19,2021,3,19,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-20,2021,3,20,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-21,2021,3,21,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-22,2021,3,22,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-23,2021,3,23,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-24,2021,3,24,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-25,2021,3,25,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-26,2021,3,26,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-27,2021,3,27,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-28,2021,3,28,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-29,2021,3,29,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-30,2021,3,30,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-03-31,2021,3,31,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-01,2021,4,1,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-02,2021,4,2,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-03,2021,4,3,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-04,2021,4,4,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-05,2021,4,5,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-06,2021,4,6,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-07,2021,4,7,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-08,2021,4,8,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-09,2021,4,9,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-10,2021,4,10,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-11,2021,4,11,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-12,2021,4,12,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-13,2021,4,13,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-14,2021,4,14,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-15,2021,4,15,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-16,2021,4,16,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-17,2021,4,17,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-18,2021,4,18,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-19,2021,4,19,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-20,2021,4,20,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-21,2021,4,21,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-22,2021,4,22,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-23,2021,4,23,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-24,2021,4,24,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-25,2021,4,25,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-26,2021,4,26,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-27,2021,4,27,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-28,2021,4,28,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-29,2021,4,29,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-04-30,2021,4,30,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-01,2021,5,1,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-02,2021,5,2,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-03,2021,5,3,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-04,2021,5,4,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-05,2021,5,5,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-06,2021,5,6,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-07,2021,5,7,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-08,2021,5,8,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-09,2021,5,9,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-10,2021,5,10,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-11,2021,5,11,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-12,2021,5,12,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-13,2021,5,13,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-14,2021,5,14,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-15,2021,5,15,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-16,2021,5,16,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-17,2021,5,17,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-18,2021,5,18,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-19,2021,5,19,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-20,2021,5,20,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-21,2021,5,21,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-22,2021,5,22,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-23,2021,5,23,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-24,2021,5,24,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-25,2021,5,25,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-26,2021,5,26,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-27,2021,5,27,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-28,2021,5,28,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-29,2021,5,29,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-30,2021,5,30,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-05-31,2021,5,31,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-01,2021,6,1,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-02,2021,6,2,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-03,2021,6,3,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-04,2021,6,4,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-05,2021,6,5,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-06,2021,6,6,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-07,2021,6,7,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-08,2021,6,8,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-09,2021,6,9,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-10,2021,6,10,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-11,2021,6,11,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-12,2021,6,12,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-13,2021,6,13,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-14,2021,6,14,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-15,2021,6,15,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-16,2021,6,16,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-17,2021,6,17,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-18,2021,6,18,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-19,2021,6,19,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-20,2021,6,20,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-21,2021,6,21,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-22,2021,6,22,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-23,2021,6,23,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-24,2021,6,24,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-25,2021,6,25,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-26,2021,6,26,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-27,2021,6,27,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-28,2021,6,28,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-29,2021,6,29,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-06-30,2021,6,30,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-01,2021,7,1,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-02,2021,7,2,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-03,2021,7,3,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-04,2021,7,4,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-05,2021,7,5,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-06,2021,7,6,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-07,2021,7,7,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-08,2021,7,8,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-09,2021,7,9,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-10,2021,7,10,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-11,2021,7,11,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-12,2021,7,12,,,,,,,,,,,,,,,,,,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2021-07-13,2021,7,13,,,,,,,,,,,,,,,,,,,,,,,
